○	1.00	1.00	1	@     !!!
ㄅ	1.02	0.00	1	#
ㄆ	0.96	0.00	1	#
ㄇ	0.96	0.00	1	#
ㄈ	0.91	0.00	1	#
ㄉ	0.91	0.00	1	#
ㄊ	0.95	0.00	1	#
ㄋ	0.95	0.00	1	#
ㄌ	0.95	0.00	1	#
ㄍ	1.04	0.00	1	#
ㄎ	0.98	0.00	1	#
ㄏ	0.98	0.00	1	#
ㄐ	0.94	0.00	1	#
ㄒ	0.98	0.00	1	#
ㄓ	0.98	0.00	1	#
ㄔ	0.91	0.00	1	#
ㄙ	0.91	0.00	1	#
ㄚ	0.91	0.00	1	#
ㄛ	0.99	0.00	1	#
ㄜ	0.96	0.00	1	#
ㄝ	1.03	0.00	1	#
ㄞ	0.93	0.00	1	#
ㄟ	0.93	0.00	1	#
ㄠ	0.94	0.00	1	#
ㄣ	1.09	0.00	1	#
ㄤ	0.97	0.00	1	#
ㄦ	0.96	0.00	1	#
ㄧ	1.09	0.00	1	#
ㄨ	1.06	0.00	1	#
一	1.28	0.00	1	m
一○一	14.18	7.16	1	n
一○七	13.59	8.85	1	n
一七二巷	11.94	12.92	1	ns
一下	14.22	6.24	3	n
一世紀	13.45	9.21	1	n
一休	12.35	11.26	1	nz
一來	13.59	8.13	3	n
一值	13.22	9.16	1	n
一億	12.36	11.24	3	n
一兆	11.22	13.49	1	n
一切	14.16	6.42	1	mq
一半	13.65	7.96	1	mq
一口	13.57	8.21	3	d
一口咬定	11.85	13.10	1	vn
一同	13.36	8.78	1	d
一向	13.32	8.90	1	d
一味	13.12	9.40	1	d
一品	13.04	9.62	1	n
一城	13.26	14.47	1	ns
一多	13.60	8.11	1	n
一女中	13.52	14.44	1	ns
一如	13.36	8.77	1	p
一定	14.27	6.08	1	d
一家人	13.41	9.31	1	n
一展	13.22	9.16	3	n
一平	12.50	10.93	1	nz
一年	13.61	8.07	3	n
一弄	13.11	15.09	1	ns
一強	13.28	14.41	1	nz
一心	13.13	9.39	3	d
一手	13.37	8.75	3	d
一文	12.94	9.86	3	nz
一方	13.52	8.33	3	r
一日	13.58	8.16	3	n
一時	13.54	8.28	3	n
一會	13.59	8.15	3	n
一本萬利	12.23	12.36	1	a
一朵朵	13.25	9.74	1	mq
一杯杯	12.14	12.24	1	mq
一柱擎天	12.11	12.60	1	a
一樓	13.28	14.39	1	ns
一樣	14.14	6.49	1	a
一段	13.89	11.63	3	ns
一氣	12.61	10.66	3	n
一流	13.53	8.30	1	a
一清	13.25	14.51	3	nz
一生	13.84	7.41	1	n
一直	14.15	6.45	1	d
一等	13.50	8.40	3	n
一等一	13.77	8.37	1	Ag
一級	12.73	10.38	1	n
一統	12.66	10.54	1	un
一綱	12.71	10.43	1	n
一線	13.46	8.50	3	n
一致	13.75	7.68	3	a
一般	14.23	6.21	3	d
一茶	13.14	9.36	1	n
一萬	12.96	9.81	3	n
一號	13.49	13.46	3	ns
一號店	13.40	14.98	1	ns
一號橋	13.34	9.51	1	n
一角	13.06	15.30	1	ns
一語	13.30	8.93	3	n
一貫	13.23	9.12	3	Ag
一貫道	12.39	11.74	1	nz
一起	14.18	6.36	1	d
一車	13.31	8.90	1	n
一通	12.86	10.08	1	nz
一郎	12.77	10.29	1	nz
一金	13.30	8.95	1	n
一銀	13.16	14.89	1	ns
一零一	11.17	14.02	1	n
一零二	11.10	14.14	1	n
一零八	11.08	14.18	1	n
一零四	11.68	13.13	1	n
一頭	13.26	9.05	3	d
一館	13.19	14.75	1	ns
一體	13.79	7.55	3	n
一鳳	13.03	15.41	1	nz
一點	14.06	6.75	3	mq
一點一滴	12.31	12.21	1	n
丁	1.21	0.00	1	m
丁丁	12.74	10.37	1	nz
